iteration;replicate;time;id;spouse_id;bmi;bmi_spouse;pgs;pgs_spouse;environment;environment_spouse;unobserved;unobserved_spouse;susceptability 
1;7;1.0;999;50;-0.01768924085293621;0.6693905983471716;0.10405612592247455;-0.31553130881202185;1.0403603641608865;0.9104448439805967;0.7158081088316612;-0.6765200815882032;0.5374486511748562
1;7;1.0;998;953;0.6268615157838129;0.4280340829227606;0.4544222098684334;0.49989226490517835;-1.8705529368934206;2.089147197992947;-3.138359083040009;0.8323551114318436;0.4074513288017314
1;7;1.0;997;762;-0.004198576675340756;-0.3238767017286256;-0.3441111625955486;-0.3480308530418095;-0.10183331378248495;-0.12272284934931343;-1.4756699150974963;0.5824494815305677;0.9328920362620743
1;7;1.0;996;144;0.09466664630281858;-0.29825425769850594;0.16009137588688738;-0.20189067796636842;-0.2756120537543155;-0.42145077179555124;0.8917261363461716;0.2748692635714314;0.5654970444017708
1;7;1.0;995;399;-0.8823534785179641;-0.29409658297990704;-1.5233334646317613;-1.6840052240163355;-1.087594926949689;-0.946400969388075;-0.8593551031348521;-2.035789093385811;0.23672135713269526
1;7;1.0;994;448;0.2969768625058637;0.23140216527837895;-0.5401511456377479;-0.2685713648198718;1.8088223099750933;1.9797960922956928;0.33604707092488506;0.7122313422617653;0.9544145622860107
1;7;1.0;993;563;-0.3350377865888706;-0.359579850568071;1.1637123754163388;0.7930065058128629;-1.1387716038294742;-1.0070402155200546;-1.5216058146795883;-1.1517501486083201;0.09252849520417605
1;7;1.0;992;181;0.7933105549381076;-0.17753402102030444;0.6180000706123528;-1.2375775140749161;1.3656134489646767;1.2369938843437194;1.9786983285735427;0.21878037881390033;0.7134203047672825
1;7;1.0;991;227;0.07525758874108926;0.22748259565178675;0.8968473552151472;0.45977957333628516;-1.588539285084236;-1.446759279345584;-1.6349116051422987;-2.0350436069410334;0.10793016756953466
1;7;1.0;990;817;-0.5743370188513036;0.16195213545085674;-0.19684641468100908;0.5424515078229185;0.2361607426932068;0.2516574235274942;0.3268152774831443;1.072357794548741;0.991889899171324
1;7;1.0;989;738;0.7362755584229345;0.2553421730994725;1.2277171341232154;0.13996619892900272;1.186769517852844;1.2574483043616507;2.31595486332124;1.0264494804501219;0.34694825048219136
1;7;1.0;988;761;0.2963637177390322;0.3912653119164537;0.6565076672189631;-1.0134352271231737;0.38383265136102535;0.5023701730550896;-0.8528802655356986;-0.35661544927327665;0.1352863583696592
1;7;1.0;987;663;0.2330045669168233;-0.34340029858129534;0.8784957835730943;0.4497943378592605;-1.4955764290304552;-1.5248864297577889;-0.48546097879022243;-1.5546513613906978;0.3025924438015435
1;7;1.0;986;578;-0.24231627533884087;0.21626178616891992;-0.5534864309806536;0.41750857972894534;-0.6974942587045814;-0.8030494517651665;-0.14861899039566512;2.4743185808783945;0.6382432173093706
1;7;1.0;985;56;-0.11976071761997975;-0.40844500952764495;-0.9406153684238893;-0.6150304464345948;-1.9307736382819873;-2.0059554152507246;0.4813401586150894;-0.1810470033626903;0.11544097448967561
1;7;1.0;984;475;-0.2878569853081462;0.12402369684199524;-0.7665070038932453;-0.7717208699157756;-0.10728410524351271;0.016343129427926695;0.6969951136149506;-0.07916997396237253;0.6565838833056377
1;7;1.0;983;965;-0.6103066480808889;-0.09291956274631796;-0.5024271136210828;0.515357508370842;-1.0166927016980718;-1.0709870601199045;0.9963494657300086;-0.8739049047786345;0.010563544724209284
1;7;1.0;982;317;0.28637037391807907;0.13785124419462552;0.1030046871444572;-0.7137791652857274;0.8844606671963238;1.0080250635752748;0.2728316237173908;2.514861138821953;0.01944585830262413
1;7;1.0;981;782;-0.2195486414690884;-0.2714392065976132;-0.36923599450320843;1.1633862891124684;-0.6162960015183433;-0.601920857301495;-0.3860453669384165;-1.8437681533632349;0.22592643526834766
1;7;1.0;980;959;0.5996186608928893;0.14608454734513018;0.5697031829590186;0.7293789851629795;1.110570885832998;0.6417911319026446;-0.20189258889695938;1.53313233348225;0.9284533017235462
1;7;1.0;979;129;-0.2107954350414893;-0.5742719415737326;0.23360741004422741;0.2598533864693757;-0.441485701543824;-0.5230600371073407;-0.9252048685573533;0.005724461206188525;0.1730530548480036
1;7;1.0;978;860;0.322616810508106;-0.3931857952697689;-0.9682723978258218;0.1675547059546462;0.07047582132452294;0.25211648376325857;0.9776896656744802;1.0919928685931017;0.7534394349664888
1;7;1.0;977;647;0.4418722769442795;0.29043264047920614;1.1134426584272028;1.7699748636789492;0.521709451794234;0.3624953691220812;-0.3598582480105971;1.0543797927481344;0.6489906811869721
1;7;1.0;976;509;-0.33644214011577034;-0.5441409245267652;0.5395552558723437;0.5393088663650062;-0.7916459053055287;-0.6143187371189951;-0.8951597664175851;-0.13801712304447417;0.2186136645379574
